gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000287733.1_RP11-134L10.2	27.5826094988242	0.836184245187875	0.339481596779486	2.46312098540949	0.0137733430833494	0.0450832613254613
ENSG00000171316.12_CHD7	278.481319405347	0.836132297468749	0.116887446881696	7.15331132448306	8.4709187946332e-13	1.12014497706501e-10
ENSG00000132635.17_PCED1A	36.7330250402993	0.836120397656373	0.276536033771027	3.02354953983568	0.00249828121689303	0.0112843390005772
ENSG00000139182.15_CLSTN3	84.7719146777841	0.83606268965658	0.226280406449609	3.69480814876812	0.000220052876703124	0.00150739827965848
ENSG00000179588.9_ZFPM1	47.7802523748818	0.835315895674971	0.289008761039263	2.89027880217614	0.00384900298848884	0.016096320944455
ENSG00000179583.20_CIITA	348.50717536704	0.83508134903157	0.232735864749499	3.5881077028261	0.000333086700627498	0.00213471792521789
ENSG00000105355.9_PLIN3	123.609016083859	0.834628126685955	0.163130748414819	5.11631396776044	3.11564279542954e-07	6.14684843483563e-06
ENSG00000102858.13_MGRN1	369.16393285969	0.834341480180382	0.15570136158107	5.3586010533759	8.38688218170307e-08	1.96884415081261e-06
ENSG00000182487.12_NCF1B	147.466142074549	0.833798523196176	0.25555585846212	3.26268600615847	0.00110361722431747	0.00576879526336375
ENSG00000108819.11_PPP1R9B	744.631136009605	0.833635505845467	0.213814243234643	3.89887733031247	9.66397148129059e-05	0.000757349422950504
ENSG00000198873.12_GRK5	122.472702254173	0.833477772705429	0.172698025559193	4.8262148337055	1.39152401671608e-06	2.15037805334683e-05
ENSG00000235194.9_PPP1R3E	30.3471780994512	0.832645157709082	0.247216157395173	3.36808551060078	0.000756921157845053	0.00422504775603972
ENSG00000100441.10_KHNYN	346.016386417188	0.83202239926151	0.142445946336062	5.84096929861788	5.1897969142904e-09	1.84405487976648e-07
ENSG00000286190.2_RP11-807C20.3	23.6530819981579	0.831976766445423	0.296597664792139	2.8050684992024	0.00503058876404478	0.0200277976846118
ENSG00000205356.10_TECPR1	201.068538005371	0.831971772838831	0.190285476607176	4.37222949261834	1.22984149073904e-05	0.000131298304885083
ENSG00000072778.20_ACADVL	216.49648785647	0.831651237912185	0.149062651773669	5.57920597826834	2.41618986950651e-08	6.98798473973817e-07
ENSG00000256628.3_ZBTB11-AS1	11.9968881535004	0.831494407643829	0.227757217517507	3.65079279026542	0.000261432095521817	0.00174563783053286
ENSG00000100902.11_PSMA6	18.306925286957	0.831431755847272	0.239789234213432	3.46734397219531	0.000525628796604438	0.00312253694838116
ENSG00000115946.8_PNO1	15.5906951728737	0.830869333256036	0.312927095821143	2.65515305114687	0.0079272432595157	0.0289907042571436
ENSG00000116017.11_ARID3A	168.400546368361	0.82972149969251	0.191841225816099	4.32504273345234	1.52502296310493e-05	0.000157061017939898
ENSG00000162341.18_TPCN2	59.8437447041372	0.829385473197088	0.237697467187634	3.48924825750199	0.000484381063725407	0.00290976813237922
ENSG00000064607.17_SUGP2	151.479805893653	0.829258178213064	0.169456675751806	4.89362944560317	9.89931503742551e-07	1.62727292743455e-05
ENSG00000233822.5_H2BC15	44.636139144115	0.829138658099991	0.266078873263172	3.11613863938724	0.00183236103402276	0.00872857252253476
ENSG00000157800.18_SLC37A3	78.7607544821275	0.828583280355517	0.245650427808743	3.37301786016277	0.000743491298252226	0.00416660199452944
ENSG00000130244.12_FAM98C	29.670865243319	0.82832642464732	0.248105841455638	3.33860105746614	0.000842013963910734	0.00461042223765091
ENSG00000162241.13_SLC25A45	44.2815301847593	0.82827365841268	0.26792275229923	3.09146442885008	0.00199171844219147	0.00934283192921114
ENSG00000071626.17_DAZAP1	138.267770224421	0.828150008215762	0.210993785193731	3.92499716261959	8.67307602439227e-05	0.000692950582706034
